date,source_repo,category,summary,proposed_touch_points,status,resolved_date,resolved_evidence
2026-07-29,agentteams,agentteams-remediation,"Workflow 11 Part A reads the plan steps CSV only when present, so a plan missing its steps CSV skips the very check that would catch the omission and a rule-9 breach closes a session unnoticed",agentteams/templates/universal/orchestrator.template.md; scripts/check_session_obligations.py,shipped,2026-07-30,agentteams/templates/universal/orchestrator.template.md — Workflow 11 Part A now treats a plan without its steps CSV as a Rule 9 finding
2026-07-29,agentteams,agentteams-remediation,"the feature inventory's per-category counts are hand-tallied with no derivation from the code, so its published baseline drifted four months and a major version before anyone noticed",docs_src/api-reference/feature-inventory.md; docs_src/assets/feature-summary-table.md,shipped,2026-07-31,"Shipped 2026-07-31: the harm this row describes came from the VERSION BASELINE, not the per-category counts. The counts stay hand-maintained for a stated reason (no machine-readable feature set); the baseline never required judgment -- it is agentteams.__version__ -- and read 0.1.0 (2026-04-15) while the module was at 1.0.0rc6. Now pinned by tests/test_api_doc_signatures.py::test_inventory_version_baseline_matches_the_installed_version, alongside the pre-existing governance-agent and total-equals-addends checks. The note in docs_src/api-reference/feature-inventory.md now says which three numbers are checked and which are not."
2026-07-29,agentteams,agentteams-remediation,"the remediation log itself carries rows whose unquoted commas split them into eight fields against a six-column header, so any DictWriter-based tooling raises on write and a naive rewrite truncates the log",references/agentteams-remediation-log.csv; .claude/agents/references/retrospective-remediation.reference.md,shipped,2026-07-29,csv.reader over the log returns 6 fields for every row; asserted by tests/test_remediation_log_integrity.py
2026-07-29,agentteams,agentteams-remediation,"The memory index indexed 1764 gitignored files (83% of 2120 documents), of which 1488 were .agentteams-backups/ snapshots, growing the committed artifact to 51 MB; _memory_index_sources' docstring claimed the opposite ('never gitignored scratch areas'). Cause: memory_index_extra_dirs recursively globbed *.md with no scratch exclusion. Fixed 2026-07-29 (632 docs / 16.6 MB / 0 backups; retrieval verified unchanged).",agentteams/cli/artifacts.py (_SCRATCH_DIR_NAMES / _is_durable_source); tests/test_memory_index.py,shipped,2026-07-31,"Re-verified: 636 documents indexed, 0 from .agentteams-backups. _SCRATCH_DIR_NAMES excludes snapshot/cache dirs by name."
2026-07-29,agentteams,agentteams-remediation,"CH-05 violation: five independent copies of the 'what is scratch/cache' directory vocabulary exist - backup.py (_BACKUP_DIR_NAME), fleet.py, baseline.py (_DEFAULT_EXCLUDE_NAMES), an inline check in audit.py, and cli/artifacts.py (_SCRATCH_DIR_NAMES, added 2026-07-29). The memory index had none of them, which is how it came to index 1488 backup snapshots. Consolidation deliberately not attempted: it changes fleet and baseline behaviour.",agentteams/backup.py; agentteams/fleet.py; agentteams/baseline.py; agentteams/audit.py; agentteams/cli/artifacts.py,shipped,2026-07-30,Single backup.BACKUP_DIR_NAME imported by every consumer; grep shows zero remaining raw literals outside the definition. Each module keeps its own set membership by design.
2026-07-29,agentteams,agentteams-remediation,"Row 15 (2026-07-23) misattributes the memory-index generator to 'a separate Claude-Code-specific memory/session-index mechanism ... not found in agentteams/*.py'. It is agentteams/memory_index.py::build_memory_index, called from cli/artifacts.py::_write_memory_index. A future remediation pass following row 15's touch points would look outside the package for a fix that lives inside it. Row not edited (Rule 11); recorded here instead.",references/agentteams-remediation-log.csv (row 15); references/plans/remediation-log-candidates-2026-07-29.report.md,shipped,2026-07-31,"Extinguished rather than edited. The risk was that a future remediation pass would follow row 15's misleading touch points outside the package. Row 15 is now status=shipped, and its resolved_evidence names the correct module (agentteams/memory_index.py::redact_local_paths plus tests/test_memory_index.py) — so no pass will follow those touch points and there is nothing left to misdirect. Row 15 itself left unedited, per Rule 11."
2026-07-29,agentteams,agentteams-remediation,"The memory-index/code-index .vcache validation-cache sidecar is gitignored in THIS repo (.gitignore:93-94) but no template emits that ignore rule, so every generated consumer commits it. Observed: the jameslcaton consumer has 3 tracked .vcache files (.github/agents/references/, apps/musicGenius/, apps/musicmaker/). The sidecar holds only two hashes so the exposure is low, but it is machine-local cache state in version control and it churns on every query. A CHANGELOG entry authored 2026-07-17 asserted it was 'gitignored in every consumer'; that claim was corrected when the entry was integrated on 2026-07-29.",agentteams/templates/ (emit a .vcache ignore rule alongside the other generated-artifact rules); consumer .gitignore files already carrying tracked .vcache,shipped,2026-07-30,render.py emits the ignore rule into every generated team's SETUP-REQUIRED.md as an operator action (agentteams does not write a consumer's .gitignore).
2026-07-29,agentteams,agentteams-remediation,"PR #56 (2026-07-16) landed the retrieval validation-cache code but not its CHANGELOG entry, which sat only in an unpushed local commit (f3e8729) for two weeks. A ~28.8x speed-up and a documented 'not adopted: fastjsonschema' decision were absent from the changelog while the code shipped. No mechanism links a merged PR to its changelog entry, so the same split can recur silently.",the PR/merge workflow (a changelog-entry check on PRs touching agentteams/**); references/agentteams-remediation-log.csv,shipped,2026-07-30,.github/workflows/ changelog check; landed as bf5dc1c and enforced on PR #71
2026-07-30,agentteams,agentteams-remediation,"The generated-agent tool vocabulary had no external-retrieval token for the whole life of the project: read|edit|search|execute|todo|agent, where 'search' maps to (Grep, Glob) i.e. LOCAL file search. Consequence: tool-doc-researcher (charter: locate official documentation) and reference-manager (charter: citation verification under a constitutional rule against unverifiable citations) both shipped with ['read','search'] and no way to reach the network. The capability existed in agentteams/research/ and no generated agent could invoke it. Fixed 2026-07-30 by a 'retrieval' token mapping to scoped Bash(python -m agentteams.research:*). The generalisable defect is that nothing cross-checks an agent template's DESCRIBED charter against its granted tools.","agentteams/frameworks/claude.py (_VSCODE_TO_CLAUDE_TOOLS); a lint/audit check comparing template description verbs (locate, fetch, verify, retrieve) against granted tools",shipped,2026-07-30,agentteams/frameworks/claude.py::_VSCODE_TO_CLAUDE_TOOLS['retrieval'] -> scoped Bash(python -m agentteams.research:*); tests/test_retrieval_transport.py
2026-07-30,agentteams,agentteams-remediation,"schemas/team-manifest.schema.json declares additionalProperties:false at the top level but the manifest analyze.build_manifest actually emits carries at least four undeclared fields (existing_project_path, governance_agents, code_index_extra_dirs, memory_index_extra_dirs). A strict validation of a real manifest fails today. No test validates a BUILT manifest against the schema (existing tests validate fixtures), so the drift is invisible. Discovered while adding an 'advisories' property; that property was declared correctly, the pre-existing four were left alone as out of scope.","schemas/team-manifest.schema.json (declare the four fields); tests/ (add a test validating build_manifest output against the schema, which would have caught this)",shipped,2026-07-30,schemas/team-manifest.schema.json declares all emitted fields; tests/test_manifest_schema_conformance.py validates built manifests
2026-07-30,agentteams,agentteams-remediation,"The research-analyst archetype is gated on an explicit capabilities:['research_verification'] opt-in, and NO team in the fleet declared it — including researchteam and GeneralResearchTeam, both of which produce literature reviews with bibliography.bib files. The external-retrieval-quality-gate reference therefore governed a code path no generated agent could take. A manifest advisory (research-capability-unset) was added 2026-07-30 to surface the condition at generation time, but existing teams are unaffected until their briefs are edited and re-run. FIRST STEP (2026-08-06): cross-repository brief edits require recorded C-5 clearance BEFORE execution and are out of this repository. The manifest advisory already surfaces the condition at generation time, so nothing is silent. NOT STARTED, and deliberately not started from here.","researchteam/brief.json and GeneralResearchTeam/brief.json (add research_verification to capabilities, then agentteams --update --merge); consider a fleet-wide audit for other archetype gates that are opt-in and universally unset",open,,
2026-07-30,agentteams,agentteams-remediation,"Agent-file YAML front matter lies OUTSIDE every AGENTTEAMS fence (first fence begins ~line 17), so `--update --merge` preserves it verbatim. Consequence: a change to a template's `tools:` grant NEVER reaches an already-generated team — only newly generated ones. Verified 2026-07-30 on researchteam and GeneralResearchTeam: after adding the `retrieval` token to the tool-doc-researcher and reference-manager templates and running `--update --merge`, both regenerated agents still carried the old grant, while fenced body content (the external-retrieval quality gate) DID update. Both files had to be hand-edited. This silently limits the reach of every capability fix expressed as a tool grant, across the whole fleet. UPDATE 2026-07-31: re-measured while fixing the ACP parse failure. The three-way front-matter merge shipped 2026-07-30 and handles non-capability keys when BOTH sides have front matter. A distinct sub-case remains and is NOT covered by the capability-key carve-out: when the on-disk file has NO front matter at all and the render does, the merge adds nothing (dry-run reported +1 bytes on .claude/agents/team-builder.md), because front matter lies outside every fence and is preserved verbatim. Deployed teams therefore cannot receive a front-matter block they never had. Auto-adding one is not obviously right either -- for Claude it would carry allowed-tools, i.e. a capability grant -- so this needs a decision, not a patch. UPDATE 2026-08-01: partly addressed, and the residue is narrower than the row describes. _merge_front_matter now APPLIES a capability key when the template value is a strict parsed-set subset of the on-disk one (narrowing removes a capability and needs no authority the engine lacks), and a WIDER on-disk grant is now reported as 'GRANTS MORE than the template' with the extra items listed. That second half fixed a worse defect than this row claimed: the escalation case took an early `continue` and produced no notice whatsoever, so an escalated tools: grant was not merely unapplied, it was invisible. STILL OPEN: front matter cannot be fenced at all (YAML must be the first bytes; a fence marker is an HTML comment), so a widened grant on an edited file is still preserved rather than reverted — deliberately, since it may be a project choice.","agentteams/fence_inject.py / the merge path (consider a fenced or reconciled front-matter region, or an --update warning when a template's tools: differs from the target's); references/systematic-update-lessons.md",wontfix,2026-08-06,"DECIDED 2026-08-06: accepted, and now tracked in ONE authoritative place rather than two. Front matter cannot be fenced — YAML must be the literal first bytes and a fence marker is an HTML comment — so a widened grant on an edited file is preserved rather than reverted. That residue is probe C3 in references/redteam-accepted-weaknesses.csv, which the standing daily audit re-measures every run and which cannot be dropped without a diff. The engine has since become STRICTER than this row describes: a capability key is never applied automatically, however clean its provenance. The visibility half — an operator not seeing the proposal in --dry-run — was fixed 2026-08-06 (see the --dry-run row). By design, with the residue named."
2026-07-30,agentteams,agentteams-remediation,"GeneralResearchTeam is NOT under version control (no .git anywhere up the tree) while carrying a full generated agent team plus authored research Projects/. Its only rollback path is agentteams' own .agentteams-backups/ (6 present, most recent before this session 2026-07-27). Any --update, --overwrite or --bridge-refresh there is unrecoverable if that mechanism fails or the wrong backup is restored. A tar snapshot was taken manually before the 2026-07-30 update as a stopgap.",GeneralResearchTeam (git init + initial commit); consider an agentteams pre-flight warning when the target directory is not inside a git work tree,wontfix,2026-07-31,"Not a defect. Operator confirmed 2026-07-31 that GeneralResearchTeam is a PARENT FOLDER containing individual research repositories, not a repository itself — so it is correctly unversioned, and the generated team inside it belongs to the container rather than to tracked content. The write-target pre-flight guard this row also proposed is retained separately under the structural-debt cluster, where it applies to genuinely unversioned targets."
2026-07-30,agentteams,agentteams-remediation,"agentteams/cli/generate.py is chronically at the CH-07 1000-line ceiling: it sat at 998 before this session and was pushed over TWICE in one day by small additions, each time requiring an unrelated carve (cli/json_mode.py, cli/exit_codes.py, then resolve_output_dir/refuse_foreign_target into cli/output_target.py) to get back under. The carves were coherent, but the pattern is a module that cannot absorb a three-line change without structural work, which makes every future edit to the generate pipeline disproportionately expensive.","agentteams/cli/generate.py (a real decomposition of _run_generate_inner's linear pipeline into named stages, rather than shaving whichever helper is nearest the bottom)",shipped,2026-07-31,Superseded by the broader five-module row logged the same day. The ratchet (tests/test_code_hygiene.py::CEILING_MARGIN_BASELINE plus test_no_new_module_crowds_the_ceiling) now prevents the condition spreading; generate.py itself remains crowded and is tracked by that row.
2026-07-30,agentteams,agentteams-remediation,"FIVE modules sit within 25 lines of the CH-07 1000-line ceiling (audit.py 999, frameworks/goose.py 996, graph.py 992, cli/generate.py 991, cli/artifacts.py 976). This is systemic, not one module's problem: three are within ten lines, so an ordinary addition to any of them forces an unrelated carve mid-edit, which happened three times in a single session. A ratchet (tests/test_code_hygiene.py::CEILING_MARGIN_BASELINE) now prevents the set growing or worsening, but the decomposition itself is unqueued. UPDATE 2026-07-31: cli/artifacts.py decomposed (976 -> 621, code-index half carved to cli/code_index_artifacts.py) and removed from the baseline; four remain — audit.py 999, goose.py 996, graph.py 992, generate.py 991.","agentteams/audit.py; agentteams/frameworks/goose.py; agentteams/graph.py; agentteams/cli/generate.py; agentteams/cli/artifacts.py — a real decomposition per module, planned on its own rather than carved incidentally",shipped,2026-07-31,Partially: cli/artifacts.py decomposed (976 -> 621) and removed from the baseline. The ratchet in tests/test_code_hygiene.py (CEILING_MARGIN_BASELINE + test_crowded_modules_do_not_grow) prevents the remaining four spreading or worsening. Superseded by a narrower row for those four.
2026-07-30,agentteams,agentteams-remediation,"A template front-matter change (e.g. a `tools:` grant) still cannot reach an already-generated team by any supported command. As of 2026-07-30 `--update --merge` DETECTS the divergence and prints the exact replacement line, but applying it remains a manual edit per file per repo. An auto-apply flag was designed and withdrawn during audit: `tools:` is a privilege declaration, so unattended writes are a privilege-escalation path, and the same command runs against consumer repos including one with no version control. The fleet-wide propagation question is therefore open by decision, not oversight.","agentteams/fences.py (detection, shipped); a fleet-safe application path would need operator authorization semantics, not just a flag",shipped,2026-07-31,fences._merge_front_matter three-way merge against a front_matter_baseline recorded in the build log (build_team.py). Metadata keys the project never edited are applied; capability keys report a proposal. tests/test_front_matter_merge.py.
2026-07-30,agentteams,agentteams-remediation,"tests/test_goose_live_delegation.py asserts a live model emits `delegated` rather than `early-stop`, and measured 2026-07-30 passes roughly one run in three — failing identically on a tree with every local change stashed. It is now gated behind AGENTTEAMS_LIVE_MODEL_TESTS=1 so it no longer reddens ordinary runs, but the underlying question is unresolved: the assertion measures upstream tool-calling reliability rather than this project's code, and nothing currently schedules it, so provider regressions would go unnoticed.","tests/test_goose_live_delegation.py (either a retry-tolerant assertion matching scripts/goose-run-resilient.py's own mitigation, or a scheduled run that reports rather than gates)",shipped,2026-07-31,Gated behind AGENTTEAMS_LIVE_MODEL_TESTS=1 in tests/conftest.py; the skip reason records the measured ~1-in-3 pass rate and that it exercises the provider rather than this code.
2026-07-31,agentteams,agentteams-remediation,"Fencing the remaining ~700 lines of template-owned prose is now UNBLOCKED but unfinished. The 2026-07-31 pilot fenced one section (Invariant Core in tool-doc-researcher.template.md) and measured the blast radius: 3 files changed, 3 lines added each, no collateral — so the work is mechanical and low-risk per section, just repetitive. Remaining: Invariant Core in every other agent template, plus Workflow / Trigger Conditions / Quality Constraints / Output Format style sections. Worst ratios: tool-doc-researcher (25 fenced / 138 unfenced before the pilot), agent-updater (35/100), navigator (22/64), conflict-auditor (54/59). CORRECTION 2026-07-31: the reason the 19 unfenced templates were unreachable was recorded as 'nesting is illegal'. That was wrong. Adding a fence SUPPRESSES the whole-body wrapper, so nesting never occurs — the nesting error came from a boundary bug in the fencing pass (a section's END marker landing inside the following fence), since fixed. The actual blocker was DUPLICATION: a team generated before the split has {content} on disk while the render has named sections, and merging appended the named section alongside the stale wrapper, leaving two contradictory copies of the same section. Resolved by fences._is_whole_body_migration + the migration path in _merge_fenced_content; tests/test_whole_body_fence_migration.py. The 19 templates are now fenceable and that work is the remaining half of this row.","agentteams/templates/**/*.template.md — one section per commit, regenerating example snapshots each time; positional insertion (fences._insert_section_at_render_position) now places them correctly in already-generated teams",shipped,2026-07-31,"42 template-owned sections fenced across 19 partially-fenced templates; example teams go 76% -> 81% updatable. Scope corrected twice while doing it. First: a WHOLLY-unfenced template is already fully updatable — its body sits inside the `content` wrapper, which merge replaces (verified: sections_replaced == ['content']). Fencing those 32 templates would have added 145 fences for no gain, and worse, converted them from fully-updating to partially-fenced-with-the-rest-stranded. Second: the stranded content is therefore only in PARTIALLY-fenced files — 17 of 34 deployed agent files, 798 lines. Those are what this closed. tests/test_fence_section_manifest.py + regenerated example snapshots."
2026-07-31,agentteams,agentteams-remediation,"The proposed agentteams-update agent (an expert that carefully and respectfully updates deployed agentteams instances) is designed but not built, deliberately sequenced after the deterministic machinery it would drive. Constraints established during the 2026-07-31 plan audit: it PROPOSES and never writes, because writing `tools:` unattended is privilege escalation; it lives in agentteams rather than being generated into consumers, because an agent editing its own instruction file mid-run is a footgun; it must refuse any target not under version control. Its real value is the judgment cases the deterministic merge deliberately refuses — capability proposals, both-sides conflicts, and telling a project's intentional divergence from stale drift.","a new agentteams-side agent + the proposal/authorization format it emits; depends on fences._merge_front_matter and _insert_section_at_render_position, both shipped 2026-07-31",shipped,2026-07-31,"Shipped 2026-07-31: agentteams/templates/domain/agentteams-updater.template.md, registered as TA-045 in agentteams/templates/template-chapter-audit.csv and gated on an explicit instance_maintenance capability in agentteams/analyze.py (never inferred from project text, so it is not generated into consumer teams). Proposal-only is STRUCTURAL, not instructional: the front-matter grant is ['read','search'], which frameworks/claude.py::_map_allowed_tools renders as 'Read, Grep, Glob' -- no write tool exists to be talked into using. Covers the three judgment classes the merge refuses, refuses unversioned/dirty/unprovenanced targets, and treats ambiguity as a reportable outcome. 12 tests in tests/test_agentteams_updater_archetype.py."
2026-07-31,agentteams,agentteams-remediation,"FOUR modules remain within 25 lines of the CH-07 ceiling after cli/artifacts.py was decomposed: audit.py 999, frameworks/goose.py 996, graph.py 992, cli/generate.py 991. Three have under ten lines of runway, so an ordinary addition to any of them forces an unrelated carve mid-edit. The ratchet prevents the set growing or worsening but does not fix it; the artifacts.py carve showed the work is tractable when a latent seam exists (a section rule already separated its two halves), so each remaining module should be checked for one before forcing a split. UPDATE 2026-07-31: two of the four carved, both FORCED by the ratchet rather than chosen -- cli/generate.py 991 -> 958 (orphan-agent advisory to build_team._report_orphan_agent_files) and frameworks/goose.py 996 -> 834 (document-content generators to frameworks/goose_docs.py). Both seams were latent, as the artifacts.py carve predicted. CEILING_MARGIN_BASELINE now holds two: audit.py 999 and graph.py 992. The row stays open because those two remain, and the pattern is now evidenced twice: the carve happens when an ordinary edit hits the wall, not when someone plans it. UPDATE 2026-08-01: three of the four are now carved and the pattern held every time — each carve was FORCED by an ordinary edit hitting the wall, never chosen. audit.py 999->860 (agent-contract checks to audit_agent_contract.py; AuditFinding to audit_types.py to break the resulting cycle) when one new check was added. cli/generate.py 1021->963 (post-emit check to cli/post_emit_checks.py) and fences.py 1013->775 (front-matter handling to front_matter_merge.py) the same day. security_refs.py 983->864 also carved, on the trust boundary rather than on 'all formatters'. ONLY graph.py (992) still crowds; CEILING_MARGIN_BASELINE now holds one entry. The row stays open for that one, and the prediction it made about how the carve arrives is now evidenced four times rather than twice.","agentteams/audit.py; agentteams/frameworks/goose.py; agentteams/graph.py; agentteams/cli/generate.py — one planned decomposition each, not incidental carves",shipped,2026-08-06,"Verified 2026-08-06: tests/test_code_hygiene.py CEILING_MARGIN_BASELINE is EMPTY and all four named modules are clear of the warning margin — audit.py 902, frameworks/goose.py 842, graph.py 770, cli/generate.py 972 (ceiling 1000, warn at 975). The row's own prediction held: every carve arrived when an ordinary edit hit the wall, never by plan."
2026-07-31,agentteams,agentteams-remediation,"memory_index.query_index returns byte-identical documents as separate results. references/bridges/<pair>/agent-inventory.md is the same 8,999-byte file in all three bridge directories (identical sha256), and a query matching it fills all three top-3 slots with one document's content. Found 2026-07-31 when tests/test_memory_index_relevance.py::test_top3_accuracy_perfect went red: the three copies tied at 8.7782 and pushed the genuinely correct answer to fourth at 8.7777, a 0.006% gap opened by unrelated prose added elsewhere in references/ shifting BM25 background statistics. Relevance did not regress -- the benchmark was knife-edge because duplicates occupied the slots. The BENCHMARK was fixed by deduplicating its corpus on content hash; the product was left alone deliberately, because whether a retrieval API should collapse identical results for real callers (and which path it should then report) is a design question, not a bug fix.","agentteams/memory_index.py::query_index -- consider collapsing results whose content hash matches, reporting one path plus a duplicate count; OR leave as-is and document that callers may receive duplicates. Either way the k= contract should say which. Note the same shape would affect --query-index and /recall output, not just the test.",wontfix,2026-08-06,"DECIDED 2026-08-06: do not collapse. A collapsed hit must report ONE path and which path is right depends on the caller — an agent resolving a reference wants its own bridge directory, an auditor counting exposure wants all three; picking silently is wrong for one of them with no way to tell which. The decision is now IMPLEMENTED as contract rather than left implicit: agentteams/memory_index.py::query_index documents that hits may contain byte-identical documents, states why collapsing was rejected, and points callers at content-hash de-duplication at their own layer. Not a defect — by design."
2026-08-01,agentteams,agentteams-remediation,"security.agent.md is excluded from golden-snapshot regression testing, so template changes to the highest-privilege agent ship unverified by that mechanism. scripts/regen_example_snapshots.py LIVE_DATA_FILES lists it alongside security-vulnerability-watch.reference.md and framework-watch.reference.md because its threat_intelligence fence embeds {SECURITY_DATA_GENERATED_AT} and live feed content, which differ every run. The exclusion is whole-FILE, so the ~90% of the file that is stable -- the trigger table, rules S-1..S-9, the escalation criteria, and (as of 2026-08-01) the newly fenced security_authority and security_verdict_contract regions carrying the precedence claim, the read-only capability assertion, the decisions-log obligation and HALT finality -- is uncovered too. Evidence: the four examples/*/expected/security.agent.md snapshots still carry 2 fences and the pre-2026-08-01 unfenced PRIORITY LEVEL wording, while the template now emits 5 fences; regen --check reports '0 snapshot(s) differ' because it never looks. Pre-existing, not introduced by that change, and adjacent to it: the fencing work exists precisely to make those claims tamper-evident, and the snapshot mechanism that would catch a regression in them is switched off.","scripts/regen_example_snapshots.py::LIVE_DATA_FILES and the snapshot test -- narrow the exclusion from whole-file to the live fence BODY (normalise {SECURITY_DATA_GENERATED_AT} and the threat_intelligence / threat_data fence contents, then compare the remainder). agentteams/fences.py already names that exact set in _LIVE_DATA_FENCES, so the boundary is defined and reusable. Same treatment applies to security-vulnerability-watch.reference.md and framework-watch.reference.md.",shipped,2026-08-01,"fences.redact_live_data blanks the body of every _LIVE_DATA_FENCES fence plus the Generated-at stamp; security.agent.md dropped from LIVE_DATA_FILES in scripts/regen_example_snapshots.py and from _live_data_files in tests/test_integration.py; four goldens added. Redaction verified in BOTH directions before adoption: replacing the whole threat_intelligence body yields identical redacted output, while changing 'HALT is final' outside those fences does not. The golden now carries all three authority fences (security_authority, security_verdict_contract, invariant_core)."
2026-08-01,agentteams,agentteams-remediation,"Partial fence adoption duplicates sections, and this repo's own .claude/ team has accumulated 40 pending collisions across 19 files. When a template fences a section a deployed team predates, --update --merge ADDS the fenced block while the deployed file's unfenced copy of the same section is preserved unconditionally, leaving two copies of which one is stale. _is_whole_body_migration solved this for the case where the deployed file's only fence is the whole-body content wrap; the partial case has no equivalent. Measured 2026-08-01 by dry run against .claude/agents: 40 collisions, worst offenders quality-auditor.md and technical-validator.md at 5 each, and the single most-duplicated section is '## Invariant Core' at 12 — i.e. twelve agent files would carry two copies of their own 'do not modify or omit' contract, which fences.py's own docstring calls worse than not updating at all. None of this is caused by the 2026-08-01 fencing work; that work made it VISIBLE by adding _detect_duplicate_sections, which now reports each collision in both the dry-run and real-run paths. The backlog is the reason .claude/ was NOT regenerated at the close of that session: a regen is safe only once these are resolved. FIRST STEP (2026-08-06): re-measure the 40 collisions against today's tree before touching any of them — the count predates four merges and this session closed two fence rows that had gone stale the same way. Then resolve highest-count first ('## Invariant Core' at 12), one file at a time, each needing a human look at whether the deployed unfenced copy carries project edits. NOT STARTED: judgement-per-file work, deliberately not batched.","Resolve the 40 collisions before the next .claude/ regen — each needs a human look at whether the deployed unfenced copy carries project edits, which is exactly why fences._detect_duplicate_sections reports rather than auto-resolves (auto-replacing would repeat the out-of-fence destruction fixed in _is_whole_body_migration the same day). Consider a bounded helper that, for a collision where the unfenced copy is byte-identical to the fenced one modulo whitespace, deletes the unfenced copy automatically and leaves the rest for review — that subset is provably safe and is likely most of the 12 Invariant Core cases.",open,,
2026-08-01,agentteams,agentteams-remediation,"DATA LOSS (caught and reverted): resolve_fence_collisions.py --trust-provenance removed a deployed file's unfenced section on the strength of the TEMPLATE's fence, which the deployed file had never received. security.md went 363 -> 32 lines and navigator.md 123 -> 37, each losing its Invariant Core AND its own fenced regions (security.md: 2 fences -> 0), because the level-2 section's span enclosed them. Restored from HEAD; a guard now refuses any span enclosing a live AGENTTEAMS:BEGIN marker. Root cause: `incoming` is read from the fresh render, so a template fence was treated as proof the deployed file carried the content.","scripts/resolve_fence_collisions.py (guard added); the 5 refused collisions still need --update --merge first, then a re-run",shipped,2026-08-01,"Guard added in scripts/resolve_fence_collisions.py (refuses any span enclosing a live AGENTTEAMS:BEGIN marker); regression test tests/test_resolve_fence_collisions.py::test_removal_refuses_a_span_containing_a_fence, written to fail against the unguarded code first. Damaged files restored from HEAD and verified byte-identical."
2026-08-01,agentteams,agentteams-remediation,"The duplicate-section detector goes blind once the fence exists. Collisions are found via _merge_fenced_content(...).duplicate_section_notices, which only fire while a fence is being ADDED. After --update --merge adds it, the pre-existing unfenced copy remains but produces 0 notices, so resolve_fence_collisions.py reports 0 collisions against a tree that has 23 duplicate headings in 17 files (security.md and navigator.md each carry '## Invariant Core' twice). The merge creates the duplicate and simultaneously blinds the only detector for it. FIRST STEP (2026-08-06): scripts/resolve_fence_collisions.py should detect duplicate headings DIRECTLY in the deployed file (one copy inside a fence, one outside) rather than relying on merge-time notices that only fire while a fence is being added. Blocked on nothing; not started this pass. Pairs with the collision-backlog row.","scripts/resolve_fence_collisions.py (detect duplicate headings directly in the deployed file where one copy is inside a fence and one is outside, rather than relying on merge-time notices); the existing enclosed-fence guard already makes the removal safe",open,,
2026-08-01,agentteams,agentteams-remediation,"conflict-auditor.md cannot be merged: 'New render parse error: Nested fence not allowed: invariant_core inside content'. The template nests an invariant_core fence inside a content fence, so --update --merge skips the file entirely and it never receives any fence update. Silent apart from one warning line in a long run.",agentteams/templates/domain/conflict-auditor.template.md (un-nest the fences),shipped,2026-08-06,"Superseded by the 2026-08-02 row below, which measured the template CLEAN and located the real defect one step upstream (a render truncation). Verified 2026-08-06: a claude-framework dry run produces 0 'Nested fence not allowed' errors. Guarded by tests/test_rendered_fence_balance.py."
2026-08-02,agentteams,agentteams-remediation,"CORRECTS the 2026-08-01 row that blamed conflict-auditor.template.md for nesting invariant_core inside content. The template is CLEAN: all 66 templates are balanced and unnested (now guarded by tests/test_template_memory_index_fence.py::test_template_fences_are_balanced_and_unnested). The real defect is a RENDER truncation: the emitted conflict-auditor.md keeps 'BEGIN handoff_payload_conflict_codes' but drops its heading, its END, and the entire following handoff_payload_codes fence - 8 BEGIN / 7 END. The unbalanced render makes _extract_fenced_regions return an error string; emit.py:155 tests isinstance(dict), sees a non-dict, and falls through to wrapping the whole body in the 'content' fence, which puts the template's own fences inside it. The 'Nested fence not allowed' message is therefore a SYMPTOM two steps downstream of the truncation. Exactly 1 of 54 rendered files is affected; the template tail has no placeholders and nothing in the pipeline strips sections by heading, so the cause is not yet located.","the render path for conflict-auditor.md (locate the truncation after 'BEGIN handoff_payload_conflict_codes'); agentteams/emit.py:155 should surface the parse error rather than silently wrapping, which is what turned a truncation into a misleading nesting error",shipped,2026-08-06,"No longer reproduces: both rendered conflict-auditor files are balanced 8 BEGIN / 8 END with all 5 handoff fences present (verified 2026-08-06). The cause was never located, so this is NOT closed on 'it stopped happening' alone — tests/test_rendered_fence_balance.py now guards RENDERED fence balance (the template guard never covered renders), so a recurrence surfaces with the file named. Corroboration preserved: the 2026-08-01 backup snapshot of technical-validator.md is still unbalanced 1/2, which is the only surviving artifact of the defect."
2026-08-02,agentteams,agentteams-remediation,"Duplicate-section detection no longer depends on merge-time notices. Two fixes: _duplicate_headings_in_file reads the deployed file directly (a heading both inside a fence and outside one), and _unfenced_section_span now filters occurrences per-position instead of asking whether the heading appears unfenced anywhere - the latter counted a fenced twin as a second match and returned 'duplicated', which refused all 20 real collisions as unboundable. The resolver went from reporting 0 collisions on a tree with 23 duplicates to seeing all 20, each refused with a specific reason: 11 'span encloses a fenced region' (the b47041e data-loss guard), 6 trailing, 3 content differs. 0 are auto-resolvable, which is correct - every one needs either a merge or a human.",resolving the remaining 20 still needs the render truncation fixed first (separate row) so the fences arrive complete,shipped,2026-08-02,"scripts/resolve_fence_collisions.py; tests test_duplicate_is_found_when_the_fence_is_already_present and test_span_bounds_the_unfenced_copy_when_a_fenced_twin_exists, both written to fail against the unfixed code; detector verified against the real tree to find exactly the known 23/17 with nothing extra and nothing missed"
